[78358]: 44ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:722 CSpxAudioStreamSession::AddRecognizer
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='SPEECH-MaxBufferSizeMs'; value='66000'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='SPEECH-BufferSizePercentSwitchToLowRate'; value='50'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='SPEECH-BufferSizePercentSwitchToHighRate'; value='9'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:106 [0000019070FA5F70] Is VAD Gating = 0, Is RNNT reco engine = 0, Is conversation transcriber = 0, Is meeting transcriber = 0, Is async transcriber  = 0, fastLane = 5000 msec (160000 bytes), maxDuration = 66000 msec, highDuration = 33000 msec, lowDuration = 5940 msec, lowRate = 100%, highRate = 200%
[324658]: 59ms SPX_DBG_TRACE_FUNCTION:  audio_buffer.cpp:92 PcmAudioBuffer::NewTurn
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070EA2AC8; name='IsKeywordAndSpeechRecognizer'; value='false'
[324658]: 59ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2786 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2790 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter EnsureResetEngineEngineAdapterComplete
[324658]: 59ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2896 CSpxAudioStreamSession::EnsureResetEngineEngineAdapterComplete
[324658]: 59ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2815 CSpxAudioStreamSession::InitRecoEngineAdapter
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspRecoEngineAdapterRetry_OffsetFixupWrapper' as '806006714'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='SPEECH-Region'; value='eastus'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070EA2AC8; name='INTENT-region'; value='eastus'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3251 [0000019070EA29E0]CSpxAudioStreamSession::StartAudioPump: Starting pump[0000019070E726B0]...
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBufferData' as '705421989'
[324658]: 59ms SPX_TRACE_VERBOSE:  buffer_data.cpp:118 [0000019070E749C0]CSpxBufferData::EnsureInitRingBuffer - Init
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBlockingReadWriteRingBuffer' as '956428994'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='AudioConfig_NumberOfChannelsForCapture'; value='1'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='AudioConfig_SampleRateForCapture'; value='16000'
[402264]: 59ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1725 DispatchEvent task started...
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='AudioConfig_BitsPerSampleForCapture'; value='16'
[402264]: 59ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxSessionEventArgs' as '418547108'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxAudioProcessorWriteToAudioSourceBuffer' as '354155511'
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:111 [0000019070E11720]CSpxAudioPump::StartPump():
[402264]: 59ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070EDC150
[402264]: 59ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxSessionEventArgs, h=0x0000019070EDC150, p=0x0000019070EDC150, tot=1
[324658]: 59ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:534 [0000019070E11720]CSpxAudioPump::WaitForPumpStart() ... pre m_cv.wait_for()
[527230]: 60ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_pump.cpp:173 *** AudioPump THREAD started! ***
[527230]: 60ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:176 [0000019070E11720]CSpxAudioPump::PumpThread(): getting format from reader... 
[527230]: 60ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:186 CSpxAudioPump::PumpThread(): setting format on processor...
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:208 [0000019070E11720]CSpxAudioPump::PumpThread(): allocating our first buffer
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:287 [0000019070E11720]CSpxAudioPump::PumpThread(): Starting loop ... => frame size: 3200 | wFormatTag: 'PCM'| nChannels: 1 | nSamplesPerSec:  16000 | nAvgBytesPerSec: 32000 | nBlockAlign: 2 | wBitsPerSample: 16 | cbSize: 0 
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:252 [0000019070E11720]CSpxAudioPump::PumpThread(), checkAndChangeState: changing states as requested: 'Idle' => 'Processing'
[527230]: 61ms SPX_TRACE_INFO:  wav_file_reader.cpp:256 AUDIO Data Chunk @44 length=1515570
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:540 [0000019070E11720]CSpxAudioPump::WaitForPumpStart() ... post m_cv.wait_for(); state='Processing' (requestedState='Processing')
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 61ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:3164 CSpxAudioStreamSession::StartAudioPump
[324658]: 61ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1177 CSpxAudioStreamSession::StartRecognizing
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBufferProperties' as '809583448'
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:467 [0000019070EA29E0]CSpxAudioStreamSession::SetFormat: format != nullptr
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxReadWriteRingBuffer' as '956428994'
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3583 [0000019070EA29E0]CSpxAudioStreamSession::TryChangeState: recoKind/sessionState: 4/1 => 4/2
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxReadWriteRingBuffer' as '956428994'
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:472 [0000019070EA29E0]CSpxAudioStreamSession::SetFormat: Now ProcessingAudio ...
[537982]: 61ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1120 *** CSpxAudioStreamSession::StartRecognitionAsync kicked-off THREAD stopped ***
[527230]: 61ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8786431Z, size:3200.
[324658]: 61ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:3396 CSpxAudioStreamSession::InformAdapterSetFormatStarting
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 3200, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspRecoEngineAdapterRetry' as '806006714'
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 61ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter_retry.cpp:19 CSpxUspRecoEngineAdapterRetry::InitDelegatePtr
[527230]: 61ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8787796Z, size:3200.
[324658]: 61ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:49 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter
[69186]: 61ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:180 CSpxHandleTable::StopTracking(h) h=0x000001906EE166A0
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:50 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter: this=0x0000019070FEF3B0
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[69186]: 61ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:195 CSpxHandleTable::StopTracking(h) class=CSpxAsyncOp<void>, h=0x000001906EE166A0, p=0x000001906EE166A0, tot=0
[324658]: 61ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:49 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 6400, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspRecoEngineAdapter' as '806006714'
[324658]: 61ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:63 CSpxUspRecoEngineAdapter::Init
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:64 CSpxUspRecoEngineAdapter::Init: this=0x0000019070FEF3B0
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='CARBON-INTERNAL-DumpAudioToDir'; value=''
[324658]: 61ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:63 CSpxUspRecoEngineAdapter::Init
[324658]: 61ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter_retry.cpp:19 CSpxUspRecoEngineAdapterRetry::InitDelegatePtr
[527230]: 61ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8790854Z, size:3200.
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:115 CSpxUspRecoEngineAdapter::SetAdapterMode: singleShot=0
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[324658]: 61ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:230 CSpxUspRecoEngineAdapter::SetFormat
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 9600, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:231 CSpxUspRecoEngineAdapter::SetFormat: this=0x0000019070FEF3B0
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:242 CSpxUspRecoEngineAdapter::SetFormat
  wFormatTag:      PCM
  nChannels:       1
  nSamplesPerSec:  16000
  nAvgBytesPerSec: 32000
  nBlockAlign:     2
  wBitsPerSample:  16
  cbSize:          0
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3075 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 0/0 => 1/0 USP-START
[527230]: 61ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8792291Z, size:3200.
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:264 CSpxUspRecoEngineAdapter::SetFormat: (0x0000019070FEF3B0)->PrepareFirstAudioReadyState()
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3242 CSpxUspRecoEngineAdapter::ResetBeforeFirstAudio: this=0x0000019070FEF3B0 ... USP-RESET
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 12800, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 61ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3091 CSpxUspRecoEngineAdapter::PrepareCompressionCodec: Prepare compression codec.
[527230]: 61ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='SPEECH-Compression-Codec-Module'; value=''
[527230]: 62ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8794354Z, size:3200.
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3153 CSpxUspRecoEngineAdapter::PrepareFirstAudioReadyState: (0x0000019070FEF3B0)->PrepareCompressionCodec() result:        4. Sending the audio uncompressed
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 16000, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='AZAC-SDK-PROGRAMMING-LANGUAGE'; value='C#'
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='SPEECH-UserDefinedQueryParameters'; value='traffictype=spx'
[527230]: 62ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8795651Z, size:3200.
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070EA2AC8; name='HttpHeader#User-agent'; value='spx SpeechSDK-C#/1.42.0 Windows Client 8'
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 19200, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:357 CSpxUspRecoEngineAdapter::UspInitialize: this=0x0000019070FEF3B0
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspCallbackWrapper' as '710381509'
[527230]: 62ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8798941Z, size:3200.
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 22400, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='SessionId'; value='62ddf7d7defe4a3099603f2728a6bf25'
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1875 CSpxAudioStreamSession::GetScenarioCount: countSpeech=1; countIntent=0; countTranslation=0; countDialog=0, countConversationTranscriber=0, countConversationTranscriberV2=0, countMeetingTranscriber=0, countLanguageId=0
[527230]: 62ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8800273Z, size:3200.
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='SPEECH-UserDefinedQueryParameters'; value='traffictype=spx'
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 25600, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:555 CSpxUspRecoEngineAdapter::SetUspEndpoint: Using user provided query parameters: traffictype=spx
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:784 CSpxUspRecoEngineAdapter::SetUspEndpointDefaultSpeechService: Endpoint type: Speech.
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='SPEECH-Region'; value='eastus'
[527230]: 62ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8802091Z, size:3200.
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='SPEECH-RecoLanguage'; value='ko-kr'
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 28800, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 62ms SPX_TRACE_INFO:  usp_reco_engine_adapter.cpp:1110 SpeechServiceConnection_LanguageIdMode not set or has invalid value .
[527230]: 62ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 62ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:647 CSpxUspRecoEngineAdapter::SetUspLanguageIdModeAndPriority: languageIdMode=0, languageIdPriority=0
[527230]: 63ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:45.8803937Z, size:3200.
[324658]: 63ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEF420; name='SPEECH-RecoMode'; value='CONVERSATION'
[527230]: 63ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[324658]: 63ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:621 CSpxUspRecoEngineAdapter::SetUspRecoMode: recoMode=1
[527230]: 63ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 32000, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[324658]: 63ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:608 CSpxUspRecoEngineAdapter::SetUspEndpoint: Setting Websocket Polling interval to 10
