[556697]: 417ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:722 CSpxAudioStreamSession::AddRecognizer
[151687]: 430ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1120 *** CSpxAudioStreamSession::StartRecognitionAsync kicked-off THREAD started ***
[151687]: 430ms SPX_TRACE_INFO:  thread_service.cpp:96 Started thread Background with ID [811399ll]
[811399]: 430ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1177 CSpxAudioStreamSession::StartRecognizing
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1178 [0000024BEEA29610]CSpxAudioStreamSession::StartRecognizing
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3583 [0000024BEEA29610]CSpxAudioStreamSession::TryChangeState: recoKind/sessionState: 0/0 => 4/1
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1220 [0000024BEEA29610]CSpxAudioStreamSession::StartRecognizing:  Now WaitForPumpSetFormatStart ...
[811399]: 430ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:3164 CSpxAudioStreamSession::StartAudioPump
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3165 [0000024BEEA29610]CSpxAudioStreamSession::StartAudioPump:  RecognitionKind 4 | m_audioPump [0000024BEE928660]
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1447 [0000024BEEA29610]CSpxAudioStreamSession::FireSessionStartedEvent: ...
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1458 [0000024BEEA29610]CSpxAudioStreamSession::FireSessionStartedEvent: Firing SessionStarted event: SessionId: df108a46db44471190338d001593d533
[811399]: 430ms SPX_TRACE_INFO:  thread_service.cpp:96 Started thread User with ID [739615ll]
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='SPEECH-SegmentationMaximumTimeMs'; value='0'
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='SPEECH-MaxBufferSizeMs'; value='66000'
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='SPEECH-BufferSizePercentSwitchToLowRate'; value='50'
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='SPEECH-BufferSizePercentSwitchToHighRate'; value='9'
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:106 [0000024BEE959D40] Is VAD Gating = 0, Is RNNT reco engine = 0, Is conversation transcriber = 0, Is meeting transcriber = 0, Is async transcriber  = 0, fastLane = 5000 msec (160000 bytes), maxDuration = 66000 msec, highDuration = 33000 msec, lowDuration = 5940 msec, lowRate = 100%, highRate = 200%
[811399]: 430ms SPX_DBG_TRACE_FUNCTION:  audio_buffer.cpp:92 PcmAudioBuffer::NewTurn
[739615]: 430ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1725 DispatchEvent task started...
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000024BEEA296F8; name='IsKeywordAndSpeechRecognizer'; value='false'
[811399]: 430ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2786 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2790 CSpxAudioStreamSession::EnsureInitRecoEngineAdapter EnsureResetEngineEngineAdapterComplete
[739615]: 430ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxSessionEventArgs' as '418547108'
[811399]: 430ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2896 CSpxAudioStreamSession::EnsureResetEngineEngineAdapterComplete
[811399]: 430ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:2815 CSpxAudioStreamSession::InitRecoEngineAdapter
[739615]: 430ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000024BEEA277A0
[739615]: 430ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxSessionEventArgs, h=0x0000024BEEA277A0, p=0x0000024BEEA277A0, tot=1
[811399]: 430ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspRecoEngineAdapterRetry_OffsetFixupWrapper' as '806006714'
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='SPEECH-Region'; value='eastus'
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000024BEEA296F8; name='INTENT-region'; value='eastus'
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3251 [0000024BEEA29610]CSpxAudioStreamSession::StartAudioPump: Starting pump[0000024BEE928660]...
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBufferData' as '705421989'
[811399]: 431ms SPX_TRACE_VERBOSE:  buffer_data.cpp:118 [0000024BCA7F4530]CSpxBufferData::EnsureInitRingBuffer - Init
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBlockingReadWriteRingBuffer' as '956428994'
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='AudioConfig_NumberOfChannelsForCapture'; value='1'
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='AudioConfig_SampleRateForCapture'; value='16000'
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA296F8; name='AudioConfig_BitsPerSampleForCapture'; value='16'
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxAudioProcessorWriteToAudioSourceBuffer' as '354155511'
[811399]: 431ms SPX_DBG_TRACE_SCOPE_ENTER:  microphone_pump_base.cpp:113 MicrophonePumpBase::StartPump() ...
[811399]: 431ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:125 CSpxMicrophonePumpBase::StartPump starting audio input
[646654]: 431ms SPX_DBG_TRACE_SCOPE_ENTER:  microphone_pump_base.cpp:179 MicrophonePumpBase::UpdateState() ...
[646654]: 431ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:183 CSpxMicrophonePumpBase::UpdateState: UpdateState with state as 0.
[646654]: 431ms SPX_DBG_TRACE_SCOPE_EXIT:  microphone_pump_base.cpp:179 MicrophonePumpBase::UpdateState ... Done!
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  microphone_pump_base.cpp:128 CSpxMicrophonePumpBase::StartPump audio input started!
[811399]: 435ms SPX_DBG_TRACE_SCOPE_EXIT:  microphone_pump_base.cpp:113 MicrophonePumpBase::StartPump ... Done!
[811399]: 435ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:3164 CSpxAudioStreamSession::StartAudioPump
[811399]: 435ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1177 CSpxAudioStreamSession::StartRecognizing
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:467 [0000024BEEA29610]CSpxAudioStreamSession::SetFormat: format != nullptr
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:3583 [0000024BEEA29610]CSpxAudioStreamSession::TryChangeState: recoKind/sessionState: 4/1 => 4/2
[151687]: 435ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1120 *** CSpxAudioStreamSession::StartRecognitionAsync kicked-off THREAD stopped ***
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:472 [0000024BEEA29610]CSpxAudioStreamSession::SetFormat: Now ProcessingAudio ...
[811399]: 435ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:3396 CSpxAudioStreamSession::InformAdapterSetFormatStarting
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspRecoEngineAdapterRetry' as '806006714'
[591464]: 435ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:180 CSpxHandleTable::StopTracking(h) h=0x0000024BEEA4F720
[811399]: 435ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter_retry.cpp:19 CSpxUspRecoEngineAdapterRetry::InitDelegatePtr
[591464]: 435ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:195 CSpxHandleTable::StopTracking(h) class=CSpxAsyncOp<void>, h=0x0000024BEEA4F720, p=0x0000024BEEA4F720, tot=0
[811399]: 435ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:49 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:50 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter: this=0x0000024BEEA8FD90
[811399]: 435ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:49 CSpxUspRecoEngineAdapter::CSpxUspRecoEngineAdapter
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspRecoEngineAdapter' as '806006714'
[811399]: 435ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:63 CSpxUspRecoEngineAdapter::Init
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:64 CSpxUspRecoEngineAdapter::Init: this=0x0000024BEEA8FD90
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='CARBON-INTERNAL-DumpAudioToDir'; value=''
[811399]: 435ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:63 CSpxUspRecoEngineAdapter::Init
[811399]: 435ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter_retry.cpp:19 CSpxUspRecoEngineAdapterRetry::InitDelegatePtr
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:115 CSpxUspRecoEngineAdapter::SetAdapterMode: singleShot=0
[811399]: 435ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:230 CSpxUspRecoEngineAdapter::SetFormat
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:231 CSpxUspRecoEngineAdapter::SetFormat: this=0x0000024BEEA8FD90
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:242 CSpxUspRecoEngineAdapter::SetFormat
  wFormatTag:      PCM
  nChannels:       1
  nSamplesPerSec:  16000
  nAvgBytesPerSec: 32000
  nBlockAlign:     2
  wBitsPerSample:  16
  cbSize:          0
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3075 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 0/0 => 1/0 USP-START
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:264 CSpxUspRecoEngineAdapter::SetFormat: (0x0000024BEEA8FD90)->PrepareFirstAudioReadyState()
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3242 CSpxUspRecoEngineAdapter::ResetBeforeFirstAudio: this=0x0000024BEEA8FD90 ... USP-RESET
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3091 CSpxUspRecoEngineAdapter::PrepareCompressionCodec: Prepare compression codec.
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-Compression-Codec-Module'; value=''
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3153 CSpxUspRecoEngineAdapter::PrepareFirstAudioReadyState: (0x0000024BEEA8FD90)->PrepareCompressionCodec() result:        4. Sending the audio uncompressed
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='AZAC-SDK-PROGRAMMING-LANGUAGE'; value='C#'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-UserDefinedQueryParameters'; value='traffictype=spx'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000024BEEA296F8; name='HttpHeader#User-agent'; value='spx SpeechSDK-C#/1.42.0 Windows Client 8'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:357 CSpxUspRecoEngineAdapter::UspInitialize: this=0x0000024BEEA8FD90
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspCallbackWrapper' as '710381509'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SessionId'; value='df108a46db44471190338d001593d533'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1875 CSpxAudioStreamSession::GetScenarioCount: countSpeech=0; countIntent=0; countTranslation=1; countDialog=0, countConversationTranscriber=0, countConversationTranscriberV2=0, countMeetingTranscriber=0, countLanguageId=0
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-UserDefinedQueryParameters'; value='traffictype=spx'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:555 CSpxUspRecoEngineAdapter::SetUspEndpoint: Using user provided query parameters: traffictype=spx
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:763 CSpxUspRecoEngineAdapter::SetUspEndpointTranslation: Endpoint type: Translation.
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-Region'; value='eastus'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-RecoLanguage'; value='ko-kr'
[811399]: 435ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='TRANSLATION-ToLanguages'; value=''ru-RU,fr-FR,es-ES''
[811399]: 436ms SPX_TRACE_INFO:  usp_reco_engine_adapter.cpp:1110 SpeechServiceConnection_LanguageIdMode not set or has invalid value .
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:647 CSpxUspRecoEngineAdapter::SetUspLanguageIdModeAndPriority: languageIdMode=0, languageIdPriority=0
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-RecoMode'; value='CONVERSATION'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:621 CSpxUspRecoEngineAdapter::SetUspRecoMode: recoMode=1
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:608 CSpxUspRecoEngineAdapter::SetUspEndpoint: Setting Websocket Polling interval to 10
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-SubscriptionKey'; value='**********************************************************************************CA'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::FindPrefix: this=0x0000024BEEA8FE00; name='User-agent'; value='spx SpeechSDK-C#/1.42.0 Windows Client 8'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='AZAC-SDK-PROGRAMMING-LANGUAGE'; value='C#'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='AudioConfig_AudioSource'; value='Microphones'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='SPEECH-MicrophoneNiceName'; value='마이크(USB Microphone)'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='AudioConfig_SampleRateForCapture'; value='16000'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='AudioConfig_BitsPerSampleForCapture'; value='16'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='AudioConfig_NumberOfChannelsForCapture'; value='1'
[811399]: 436ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxUspConnection' as '792041254'
[811399]: 441ms SPX_TRACE_INFO:  usp_connection.cpp:485 Microsoft::CognitiveServices::Speech::USP::CSpxUspConnection::Connect: entering...
[811399]: 441ms SPX_TRACE_INFO:  usp_connection.cpp:502 Adding subscription key headers
[811399]: 441ms SPX_TRACE_INFO:  usp_connection.cpp:537 Set a user defined HTTP header 'User-agent':'spx SpeechSDK-C#/1.42.0 Windows Client 8'
[811399]: 441ms SPX_TRACE_INFO:  usp_connection.cpp:552 connectionUrl=wss://eastus.s2s.speech.microsoft.com/speech/translation/cognitiveservices/v1?from=ko-kr&to=%27ru-RU&to=fr-FR&to=es-ES%27&traffictype=spx
[811399]: 441ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxTelemetry' as '151041793'
[811399]: 441ms SPX_DBG_TRACE_SCOPE_ENTER:  web_socket.cpp:216 CSpxWebSocket::CSpxWebSocket
[811399]: 441ms SPX_DBG_TRACE_SCOPE_EXIT:  web_socket.cpp:216 CSpxWebSocket::CSpxWebSocket
[811399]: 441ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxWebSocket' as '482598724'
[811399]: 441ms SPX_TRACE_SCOPE_ENTER:  uws_web_socket.cpp:31 WebSocketAdapter::UwsWebSocket::UwsWebSocket
[811399]: 441ms SPX_TRACE_SCOPE_EXIT:  uws_web_socket.cpp:31 WebSocketAdapter::UwsWebSocket::UwsWebSocket
[811399]: 441ms SPX_TRACE_SCOPE_ENTER:  uws_web_socket.cpp:43 WebSocketAdapter::UwsWebSocket::Initialize
[811399]: 441ms SPX_TRACE_SCOPE_EXIT:  uws_web_socket.cpp:43 WebSocketAdapter::UwsWebSocket::Initialize
[811399]: 441ms SPX_TRACE_SCOPE_ENTER:  uws_web_socket.cpp:221 WebSocketAdapter::UwsWebSocket::SetRequestHeader
[811399]: 441ms SPX_TRACE_SCOPE_EXIT:  uws_web_socket.cpp:221 WebSocketAdapter::UwsWebSocket::SetRequestHeader
[811399]: 441ms SPX_TRACE_SCOPE_ENTER:  uws_web_socket.cpp:221 WebSocketAdapter::UwsWebSocket::SetRequestHeader
[811399]: 441ms SPX_TRACE_SCOPE_EXIT:  uws_web_socket.cpp:221 WebSocketAdapter::UwsWebSocket::SetRequestHeader
[811399]: 441ms SPX_TRACE_SCOPE_ENTER:  uws_web_socket.cpp:221 WebSocketAdapter::UwsWebSocket::SetRequestHeader
[811399]: 441ms SPX_TRACE_SCOPE_EXIT:  uws_web_socket.cpp:221 WebSocketAdapter::UwsWebSocket::SetRequestHeader
[811399]: 441ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000024BEEA296F8; name='SPEECH-ConnectionUrl'; value='wss://eastus.s2s.speech.microsoft.com/speech/translation/cognitiveservices/v1?from=ko-kr&to=%27ru-RU&to=fr-FR&to=es-ES%27&traffictype=spx'
[811399]: 441ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1163 speech.config {"context":{"system":{"version":"1.42.0","name":"SpeechSDK","build":"Windows-x64","lang":"C#"},"os":{"name":"Client","version":"8","platform":"Windows"},"audio":{"source":{"type":"Microphones","model":"\ub9c8\uc774\ud06c(USB Microphone)","samplerate":"16000","bitspersample":"16","channelcount":"1"}}}}
[811399]: 441ms SPX_TRACE_INFO:  usp_connection.cpp:787 Create requestId  for messageType 0
[811399]: 441ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:230 CSpxUspRecoEngineAdapter::SetFormat
[811399]: 441ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:3396 CSpxAudioStreamSession::InformAdapterSetFormatStarting
[811399]: 441ms SPX_TRACE_INFO:  web_socket.cpp:800 CSpxWebSocket::DoWork: open transport.
[811399]: 441ms SPX_TRACE_INFO:  web_socket.cpp:479 Start to open websocket. WebSocket: 0xeea427c0, wsio handle: 0xee9dc830
[811399]: 442ms SPX_TRACE_SCOPE_ENTER:  uws_web_socket.cpp:149 WebSocketAdapter::UwsWebSocket::Open
[739615]: 447ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1725 DispatchEvent task complete!
[646654]: 549ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxBufferProperties' as '809583448'
[646654]: 549ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxReadWriteRingBuffer' as '956428994'
[646654]: 549ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxReadWriteRingBuffer' as '956428994'
[646654]: 549ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:42:27.5075474Z, size:3200.
[646654]: 549ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[646654]: 549ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024BEE959D40] m_bytesTransited = 3200, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[646654]: 651ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:42:27.6087946Z, size:3200.
[646654]: 651ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 0 bytes (0 msec)
[646654]: 651ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024BEE959D40] m_bytesTransited = 6400, unacknowledgedAudioDuration = 0 msec, packetAudioDelay = 0 msec
[811399]: 706ms SPX_TRACE_SCOPE_EXIT:  uws_web_socket.cpp:149 WebSocketAdapter::UwsWebSocket::Open
[811399]: 706ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3075 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 1/0 => 2/1000 
[811399]: 706ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:297 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024BEEA8FD90)->PrepareUspAudioStream() ... size=3200
[811399]: 706ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000024BEEA8FE00; name='TRANSLATION-ToLanguages'; value=''ru-RU,fr-FR,es-ES''
